X 1: Position X,Unit,Category,Collection,Y 1: Position Y,Unit,Category,Collection,Position_Z
564,um,Spot,Position,-329,um,Spot,Position,526
392,um,Spot,Position,-310,um,Spot,Position,531
433,um,Spot,Position,-309,um,Spot,Position,529
254,um,Spot,Position,-300,um,Spot,Position,529
296,um,Spot,Position,-300,um,Spot,Position,528
370,um,Spot,Position,-302,um,Spot,Position,527
324,um,Spot,Position,-298,um,Spot,Position,527
547,um,Spot,Position,-296,um,Spot,Position,528
206,um,Spot,Position,-287,um,Spot,Position,528
490,um,Spot,Position,-287,um,Spot,Position,532
419,um,Spot,Position,-283,um,Spot,Position,531
536,um,Spot,Position,-276,um,Spot,Position,525
458,um,Spot,Position,-267,um,Spot,Position,527
380,um,Spot,Position,-265,um,Spot,Position,526
255,um,Spot,Position,-413,um,Spot,Position,538
492,um,Spot,Position,-414,um,Spot,Position,538
340,um,Spot,Position,-402,um,Spot,Position,534
232,um,Spot,Position,-389,um,Spot,Position,536
423,um,Spot,Position,-391,um,Spot,Position,536
287,um,Spot,Position,-387,um,Spot,Position,535
420,um,Spot,Position,-377,um,Spot,Position,534
516,um,Spot,Position,-354,um,Spot,Position,535
574,um,Spot,Position,-355,um,Spot,Position,533
217,um,Spot,Position,-350,um,Spot,Position,535
329,um,Spot,Position,-347,um,Spot,Position,536
583,um,Spot,Position,-344,um,Spot,Position,533
286,um,Spot,Position,-341,um,Spot,Position,534
183,um,Spot,Position,-334,um,Spot,Position,535
362,um,Spot,Position,-329,um,Spot,Position,533
219,um,Spot,Position,-326,um,Spot,Position,534
249,um,Spot,Position,-327,um,Spot,Position,537
428,um,Spot,Position,-513,um,Spot,Position,545
249,um,Spot,Position,-501,um,Spot,Position,543
425,um,Spot,Position,-495,um,Spot,Position,545
188,um,Spot,Position,-474,um,Spot,Position,546
267,um,Spot,Position,-472,um,Spot,Position,541
363,um,Spot,Position,-469,um,Spot,Position,543
574,um,Spot,Position,-467,um,Spot,Position,541
500,um,Spot,Position,-464,um,Spot,Position,544
253,um,Spot,Position,-461,um,Spot,Position,542
336,um,Spot,Position,-453,um,Spot,Position,541
410,um,Spot,Position,-455,um,Spot,Position,542
258,um,Spot,Position,-451,um,Spot,Position,541
591,um,Spot,Position,-449,um,Spot,Position,545
353,um,Spot,Position,-436,um,Spot,Position,540
382,um,Spot,Position,-437,um,Spot,Position,544
211,um,Spot,Position,-434,um,Spot,Position,542
413,um,Spot,Position,-426,um,Spot,Position,541
542,um,Spot,Position,-424,um,Spot,Position,542
471,um,Spot,Position,-379,um,Spot,Position,542
254,um,Spot,Position,-365,um,Spot,Position,540
472,um,Spot,Position,-340,um,Spot,Position,542
256,um,Spot,Position,-568,um,Spot,Position,551
240,um,Spot,Position,-548,um,Spot,Position,551
363,um,Spot,Position,-550,um,Spot,Position,551
191,um,Spot,Position,-537,um,Spot,Position,553
287,um,Spot,Position,-529,um,Spot,Position,551
404,um,Spot,Position,-530,um,Spot,Position,551
507,um,Spot,Position,-529,um,Spot,Position,553
370,um,Spot,Position,-525,um,Spot,Position,553
245,um,Spot,Position,-519,um,Spot,Position,551
297,um,Spot,Position,-519,um,Spot,Position,550
537,um,Spot,Position,-517,um,Spot,Position,548
209,um,Spot,Position,-511,um,Spot,Position,549
453,um,Spot,Position,-500,um,Spot,Position,547
175,um,Spot,Position,-496,um,Spot,Position,548
553,um,Spot,Position,-498,um,Spot,Position,552
218,um,Spot,Position,-483,um,Spot,Position,546
343,um,Spot,Position,-481,um,Spot,Position,546
471,um,Spot,Position,-463,um,Spot,Position,551
271,um,Spot,Position,-437,um,Spot,Position,546
251,um,Spot,Position,-596,um,Spot,Position,557
478,um,Spot,Position,-591,um,Spot,Position,558
425,um,Spot,Position,-585,um,Spot,Position,558
344,um,Spot,Position,-577,um,Spot,Position,557
474,um,Spot,Position,-572,um,Spot,Position,557
289,um,Spot,Position,-569,um,Spot,Position,557
389,um,Spot,Position,-567,um,Spot,Position,557
535,um,Spot,Position,-556,um,Spot,Position,557
466,um,Spot,Position,-551,um,Spot,Position,556
311,um,Spot,Position,-542,um,Spot,Position,554
582,um,Spot,Position,-514,um,Spot,Position,553
705,um,Spot,Position,-466,um,Spot,Position,494
739,um,Spot,Position,-476,um,Spot,Position,515
645,um,Spot,Position,-274,um,Spot,Position,525
613,um,Spot,Position,-253,um,Spot,Position,523
602,um,Spot,Position,-300,um,Spot,Position,529
741,um,Spot,Position,-292,um,Spot,Position,529
780,um,Spot,Position,-279,um,Spot,Position,529
704,um,Spot,Position,-268,um,Spot,Position,531
800,um,Spot,Position,-461,um,Spot,Position,537
959,um,Spot,Position,-456,um,Spot,Position,535
599,um,Spot,Position,-386,um,Spot,Position,539
778,um,Spot,Position,-366,um,Spot,Position,537
642,um,Spot,Position,-351,um,Spot,Position,535
756,um,Spot,Position,-350,um,Spot,Position,536
834,um,Spot,Position,-344,um,Spot,Position,538
795,um,Spot,Position,-340,um,Spot,Position,536
702,um,Spot,Position,-330,um,Spot,Position,535
811,um,Spot,Position,-314,um,Spot,Position,535
773,um,Spot,Position,-312,um,Spot,Position,533
835,um,Spot,Position,-289,um,Spot,Position,537
877,um,Spot,Position,-275,um,Spot,Position,533
908,um,Spot,Position,-271,um,Spot,Position,536
785,um,Spot,Position,-418,um,Spot,Position,541
650,um,Spot,Position,-408,um,Spot,Position,540
757,um,Spot,Position,-404,um,Spot,Position,540
832,um,Spot,Position,-368,um,Spot,Position,541
914,um,Spot,Position,-326,um,Spot,Position,544
925,um,Spot,Position,-315,um,Spot,Position,543
898,um,Spot,Position,-303,um,Spot,Position,540
970,um,Spot,Position,-297,um,Spot,Position,543
997,um,Spot,Position,-290,um,Spot,Position,545
853,um,Spot,Position,-511,um,Spot,Position,553
788,um,Spot,Position,-503,um,Spot,Position,552
603,um,Spot,Position,-498,um,Spot,Position,551
627,um,Spot,Position,-491,um,Spot,Position,551
818,um,Spot,Position,-487,um,Spot,Position,549
682,um,Spot,Position,-482,um,Spot,Position,552
721,um,Spot,Position,-477,um,Spot,Position,547
613,um,Spot,Position,-471,um,Spot,Position,547
922,um,Spot,Position,-453,um,Spot,Position,552
834,um,Spot,Position,-446,um,Spot,Position,550
867,um,Spot,Position,-436,um,Spot,Position,549
821,um,Spot,Position,-425,um,Spot,Position,550
629,um,Spot,Position,-419,um,Spot,Position,547
677,um,Spot,Position,-420,um,Spot,Position,546
903,um,Spot,Position,-404,um,Spot,Position,551
854,um,Spot,Position,-399,um,Spot,Position,547
909,um,Spot,Position,-380,um,Spot,Position,550
931,um,Spot,Position,-354,um,Spot,Position,548
977,um,Spot,Position,-353,um,Spot,Position,550
1018,um,Spot,Position,-348,um,Spot,Position,552
1007,um,Spot,Position,-265,um,Spot,Position,546
652,um,Spot,Position,-557,um,Spot,Position,560
742,um,Spot,Position,-538,um,Spot,Position,560
829,um,Spot,Position,-527,um,Spot,Position,558
653,um,Spot,Position,-519,um,Spot,Position,554
695,um,Spot,Position,-517,um,Spot,Position,557
887,um,Spot,Position,-496,um,Spot,Position,557
901,um,Spot,Position,-472,um,Spot,Position,553
928,um,Spot,Position,-418,um,Spot,Position,554
995,um,Spot,Position,-411,um,Spot,Position,558
1182,um,Spot,Position,-322,um,Spot,Position,549
1038,um,Spot,Position,-309,um,Spot,Position,549
1155,um,Spot,Position,-287,um,Spot,Position,552
1096,um,Spot,Position,-263,um,Spot,Position,552
1024,um,Spot,Position,-396,um,Spot,Position,557
1061,um,Spot,Position,-354,um,Spot,Position,557
1081,um,Spot,Position,-309,um,Spot,Position,555
1104,um,Spot,Position,-301,um,Spot,Position,557
-591,um,Spot,Position,94.7,um,Spot,Position,530
-519,um,Spot,Position,44.3,um,Spot,Position,537
-280,um,Spot,Position,44.3,um,Spot,Position,537
-294,um,Spot,Position,69.9,um,Spot,Position,537
-311,um,Spot,Position,96.9,um,Spot,Position,539
-276,um,Spot,Position,114,um,Spot,Position,535
-254,um,Spot,Position,125,um,Spot,Position,535
-291,um,Spot,Position,144,um,Spot,Position,536
-309,um,Spot,Position,154,um,Spot,Position,537
-257,um,Spot,Position,163,um,Spot,Position,533
-289,um,Spot,Position,-117,um,Spot,Position,546
-433,um,Spot,Position,-107,um,Spot,Position,540
-302,um,Spot,Position,-57.1,um,Spot,Position,544
-309,um,Spot,Position,-30.5,um,Spot,Position,543
-355,um,Spot,Position,-6.66,um,Spot,Position,545
-293,um,Spot,Position,-8.65,um,Spot,Position,541
-313,um,Spot,Position,8.64,um,Spot,Position,541
-367,um,Spot,Position,31.6,um,Spot,Position,542
-310,um,Spot,Position,33.7,um,Spot,Position,542
-353,um,Spot,Position,51.5,um,Spot,Position,544
-411,um,Spot,Position,118,um,Spot,Position,546
-370,um,Spot,Position,133,um,Spot,Position,542
-338,um,Spot,Position,136,um,Spot,Position,540
-368,um,Spot,Position,161,um,Spot,Position,543
-270,um,Spot,Position,-195,um,Spot,Position,550
-318,um,Spot,Position,-181,um,Spot,Position,552
-294,um,Spot,Position,-154,um,Spot,Position,550
-264,um,Spot,Position,-150,um,Spot,Position,550
-344,um,Spot,Position,-129,um,Spot,Position,551
-322,um,Spot,Position,-120,um,Spot,Position,549
-389,um,Spot,Position,-114,um,Spot,Position,551
-399,um,Spot,Position,-78.8,um,Spot,Position,551
-275,um,Spot,Position,-64.3,um,Spot,Position,547
-456,um,Spot,Position,-59.3,um,Spot,Position,552
-417,um,Spot,Position,-59.3,um,Spot,Position,551
-344,um,Spot,Position,-58.9,um,Spot,Position,546
-379,um,Spot,Position,-53.8,um,Spot,Position,549
-428,um,Spot,Position,-33.7,um,Spot,Position,552
-394,um,Spot,Position,-10.9,um,Spot,Position,548
-426,um,Spot,Position,-6.4,um,Spot,Position,552
-407,um,Spot,Position,22.1,um,Spot,Position,549
-458,um,Spot,Position,41.2,um,Spot,Position,551
-464,um,Spot,Position,52.3,um,Spot,Position,552
-432,um,Spot,Position,65.7,um,Spot,Position,550
-368,um,Spot,Position,71.2,um,Spot,Position,550
-447,um,Spot,Position,84,um,Spot,Position,550
-389,um,Spot,Position,85,um,Spot,Position,548
-366,um,Spot,Position,106,um,Spot,Position,548
-454,um,Spot,Position,114,um,Spot,Position,550
-503,um,Spot,Position,127,um,Spot,Position,552
-606,um,Spot,Position,153,um,Spot,Position,549
-466,um,Spot,Position,157,um,Spot,Position,550
-438,um,Spot,Position,161,um,Spot,Position,548
-498,um,Spot,Position,169,um,Spot,Position,548
-355,um,Spot,Position,-238,um,Spot,Position,559
-294,um,Spot,Position,-217,um,Spot,Position,556
-319,um,Spot,Position,-214,um,Spot,Position,555
-344,um,Spot,Position,-197,um,Spot,Position,556
-405,um,Spot,Position,-171,um,Spot,Position,557
-358,um,Spot,Position,-155,um,Spot,Position,554
-464,um,Spot,Position,-139,um,Spot,Position,560
-473,um,Spot,Position,-88.5,um,Spot,Position,558
-490,um,Spot,Position,-59.5,um,Spot,Position,559
-587,um,Spot,Position,-19.2,um,Spot,Position,554
-474,um,Spot,Position,-18.7,um,Spot,Position,556
-512,um,Spot,Position,-9,um,Spot,Position,560
-458,um,Spot,Position,11.5,um,Spot,Position,554
-479,um,Spot,Position,14.5,um,Spot,Position,553
-528,um,Spot,Position,68.5,um,Spot,Position,558
-504,um,Spot,Position,89.9,um,Spot,Position,554
-582,um,Spot,Position,158,um,Spot,Position,558
-553,um,Spot,Position,170,um,Spot,Position,554
50.8,um,Spot,Position,-171,um,Spot,Position,502
-189,um,Spot,Position,86.2,um,Spot,Position,502
109,um,Spot,Position,0.868,um,Spot,Position,509
68.3,um,Spot,Position,11.8,um,Spot,Position,509
88.7,um,Spot,Position,14.6,um,Spot,Position,506
133,um,Spot,Position,16.8,um,Spot,Position,510
130,um,Spot,Position,48,um,Spot,Position,510
99.3,um,Spot,Position,79,um,Spot,Position,511
136,um,Spot,Position,79.5,um,Spot,Position,510
78.5,um,Spot,Position,95,um,Spot,Position,511
164,um,Spot,Position,96.7,um,Spot,Position,509
135,um,Spot,Position,118,um,Spot,Position,509
158,um,Spot,Position,141,um,Spot,Position,508
77.2,um,Spot,Position,158,um,Spot,Position,510
117,um,Spot,Position,159,um,Spot,Position,508
164,um,Spot,Position,-126,um,Spot,Position,516
95.8,um,Spot,Position,-98,um,Spot,Position,518
38.8,um,Spot,Position,-92,um,Spot,Position,512
144,um,Spot,Position,-90.9,um,Spot,Position,516
129,um,Spot,Position,-77.7,um,Spot,Position,514
149,um,Spot,Position,-58,um,Spot,Position,513
103,um,Spot,Position,-50.5,um,Spot,Position,513
79.5,um,Spot,Position,-47,um,Spot,Position,515
117,um,Spot,Position,-26,um,Spot,Position,512
26.9,um,Spot,Position,-8,um,Spot,Position,516
-6.7,um,Spot,Position,11.5,um,Spot,Position,517
-1.59,um,Spot,Position,47.4,um,Spot,Position,517
64,um,Spot,Position,57.9,um,Spot,Position,512
12.8,um,Spot,Position,75.4,um,Spot,Position,515
3.73,um,Spot,Position,93.5,um,Spot,Position,516
49.2,um,Spot,Position,103,um,Spot,Position,513
20.9,um,Spot,Position,113,um,Spot,Position,513
-25.7,um,Spot,Position,121,um,Spot,Position,517
52.8,um,Spot,Position,124,um,Spot,Position,511
80,um,Spot,Position,135,um,Spot,Position,512
-50.5,um,Spot,Position,148,um,Spot,Position,518
4.09,um,Spot,Position,146,um,Spot,Position,513
-22.7,um,Spot,Position,169,um,Spot,Position,515
105,um,Spot,Position,-230,um,Spot,Position,523
164,um,Spot,Position,-228,um,Spot,Position,522
147,um,Spot,Position,-197,um,Spot,Position,522
132,um,Spot,Position,-173,um,Spot,Position,520
152,um,Spot,Position,-170,um,Spot,Position,520
80.1,um,Spot,Position,-168,um,Spot,Position,523
117,um,Spot,Position,-150,um,Spot,Position,519
79.4,um,Spot,Position,-125,um,Spot,Position,520
151,um,Spot,Position,-115,um,Spot,Position,520
-37.9,um,Spot,Position,-68.3,um,Spot,Position,525
-44,um,Spot,Position,-48.2,um,Spot,Position,524
19.7,um,Spot,Position,-48.8,um,Spot,Position,525
-78.5,um,Spot,Position,-3.94,um,Spot,Position,524
-127,um,Spot,Position,21.3,um,Spot,Position,523
-51.7,um,Spot,Position,26.1,um,Spot,Position,521
-79,um,Spot,Position,49.2,um,Spot,Position,522
-118,um,Spot,Position,77.8,um,Spot,Position,524
-70.6,um,Spot,Position,111,um,Spot,Position,518
-73.9,um,Spot,Position,132,um,Spot,Position,522
-104,um,Spot,Position,167,um,Spot,Position,520
22.5,um,Spot,Position,-243,um,Spot,Position,530
-34.5,um,Spot,Position,-214,um,Spot,Position,532
42.2,um,Spot,Position,-212,um,Spot,Position,531
-5.4,um,Spot,Position,-198,um,Spot,Position,527
-15.8,um,Spot,Position,-170,um,Spot,Position,531
19.9,um,Spot,Position,-158,um,Spot,Position,527
51.2,um,Spot,Position,-131,um,Spot,Position,526
-136,um,Spot,Position,-119,um,Spot,Position,530
-15.5,um,Spot,Position,-116,um,Spot,Position,526
-2,um,Spot,Position,-96.5,um,Spot,Position,529
-48.4,um,Spot,Position,-96.2,um,Spot,Position,529
-88.7,um,Spot,Position,-54.2,um,Spot,Position,529
-113,um,Spot,Position,-27.9,um,Spot,Position,530
-127,um,Spot,Position,3.35,um,Spot,Position,525
-162,um,Spot,Position,12.3,um,Spot,Position,531
-207,um,Spot,Position,41.5,um,Spot,Position,531
-179,um,Spot,Position,55.2,um,Spot,Position,531
-134,um,Spot,Position,62.5,um,Spot,Position,526
-231,um,Spot,Position,73.8,um,Spot,Position,532
-200,um,Spot,Position,85.6,um,Spot,Position,530
-174,um,Spot,Position,98.4,um,Spot,Position,527
-139,um,Spot,Position,132,um,Spot,Position,526
-204,um,Spot,Position,142,um,Spot,Position,526
-234,um,Spot,Position,148,um,Spot,Position,530
-204,um,Spot,Position,169,um,Spot,Position,529
-168,um,Spot,Position,170,um,Spot,Position,526
-46.8,um,Spot,Position,-250,um,Spot,Position,537
66.1,um,Spot,Position,-216,um,Spot,Position,532
-81.4,um,Spot,Position,-207,um,Spot,Position,536
40.9,um,Spot,Position,-201,um,Spot,Position,533
-58.2,um,Spot,Position,-179,um,Spot,Position,536
-99.9,um,Spot,Position,-116,um,Spot,Position,537
-150,um,Spot,Position,-115,um,Spot,Position,539
-184,um,Spot,Position,-113,um,Spot,Position,538
-245,um,Spot,Position,-84,um,Spot,Position,539
-204,um,Spot,Position,-71.2,um,Spot,Position,537
-159,um,Spot,Position,-65.6,um,Spot,Position,535
-251,um,Spot,Position,-50.3,um,Spot,Position,538
-228,um,Spot,Position,-30.1,um,Spot,Position,536
-169,um,Spot,Position,-24.9,um,Spot,Position,532
-234,um,Spot,Position,-9.77,um,Spot,Position,537
-252,um,Spot,Position,9.09,um,Spot,Position,535
-251,um,Spot,Position,54.2,um,Spot,Position,536
-235,um,Spot,Position,103,um,Spot,Position,534
-119,um,Spot,Position,-227,um,Spot,Position,542
-165,um,Spot,Position,-198,um,Spot,Position,544
-198,um,Spot,Position,-184,um,Spot,Position,544
-215,um,Spot,Position,-165,um,Spot,Position,541
-151,um,Spot,Position,-164,um,Spot,Position,540
-164,um,Spot,Position,-122,um,Spot,Position,541
-215,um,Spot,Position,-248,um,Spot,Position,553
-237,um,Spot,Position,-232,um,Spot,Position,550
383,um,Spot,Position,61.3,um,Spot,Position,502
395,um,Spot,Position,116,um,Spot,Position,503
498,um,Spot,Position,141,um,Spot,Position,501
522,um,Spot,Position,-129,um,Spot,Position,509
288,um,Spot,Position,-89.6,um,Spot,Position,509
239,um,Spot,Position,-85,um,Spot,Position,510
276,um,Spot,Position,-80.8,um,Spot,Position,506
465,um,Spot,Position,-80.9,um,Spot,Position,511
305,um,Spot,Position,-68.7,um,Spot,Position,510
285,um,Spot,Position,-49.8,um,Spot,Position,510
391,um,Spot,Position,-37.3,um,Spot,Position,510
448,um,Spot,Position,-35.8,um,Spot,Position,510
385,um,Spot,Position,-20.5,um,Spot,Position,509
423,um,Spot,Position,-20.4,um,Spot,Position,511
332,um,Spot,Position,-11.1,um,Spot,Position,509
296,um,Spot,Position,-4.49,um,Spot,Position,509
483,um,Spot,Position,0.418,um,Spot,Position,509
530,um,Spot,Position,0.505,um,Spot,Position,510
560,um,Spot,Position,0.0362,um,Spot,Position,509
437,um,Spot,Position,7.06,um,Spot,Position,510
212,um,Spot,Position,22.4,um,Spot,Position,509
497,um,Spot,Position,20.2,um,Spot,Position,505
277,um,Spot,Position,25,um,Spot,Position,509
321,um,Spot,Position,40.2,um,Spot,Position,505
245,um,Spot,Position,44,um,Spot,Position,509
372,um,Spot,Position,50.8,um,Spot,Position,507
577,um,Spot,Position,53.2,um,Spot,Position,509
420,um,Spot,Position,65.2,um,Spot,Position,507
460,um,Spot,Position,68.9,um,Spot,Position,506
430,um,Spot,Position,86.9,um,Spot,Position,510
510,um,Spot,Position,88,um,Spot,Position,506
589,um,Spot,Position,90.6,um,Spot,Position,510
192,um,Spot,Position,94.5,um,Spot,Position,508
320,um,Spot,Position,95.2,um,Spot,Position,508
366,um,Spot,Position,93.6,um,Spot,Position,506
470,um,Spot,Position,110,um,Spot,Position,507
453,um,Spot,Position,117,um,Spot,Position,506
197,um,Spot,Position,122,um,Spot,Position,510
340,um,Spot,Position,126,um,Spot,Position,504
230,um,Spot,Position,130,um,Spot,Position,507
278,um,Spot,Position,131,um,Spot,Position,506
412,um,Spot,Position,144,um,Spot,Position,508
453,um,Spot,Position,145,um,Spot,Position,505
260,um,Spot,Position,160,um,Spot,Position,507
313,um,Spot,Position,166,um,Spot,Position,506
368,um,Spot,Position,169,um,Spot,Position,505
391,um,Spot,Position,-175,um,Spot,Position,511
291,um,Spot,Position,-157,um,Spot,Position,518
450,um,Spot,Position,-158,um,Spot,Position,517
564,um,Spot,Position,-157,um,Spot,Position,517
354,um,Spot,Position,-156,um,Spot,Position,517
240,um,Spot,Position,-152,um,Spot,Position,516
186,um,Spot,Position,-143,um,Spot,Position,518
371,um,Spot,Position,-144,um,Spot,Position,517
459,um,Spot,Position,-144,um,Spot,Position,517
563,um,Spot,Position,-126,um,Spot,Position,516
334,um,Spot,Position,-121,um,Spot,Position,516
253,um,Spot,Position,-106,um,Spot,Position,514
416,um,Spot,Position,-108,um,Spot,Position,512
322,um,Spot,Position,-105,um,Spot,Position,513
203,um,Spot,Position,-98.2,um,Spot,Position,514
429,um,Spot,Position,-89.6,um,Spot,Position,512
260,um,Spot,Position,-73.6,um,Spot,Position,512
428,um,Spot,Position,-71.4,um,Spot,Position,513
222,um,Spot,Position,-63.6,um,Spot,Position,512
341,um,Spot,Position,-59.1,um,Spot,Position,512
402,um,Spot,Position,-54.9,um,Spot,Position,514
192,um,Spot,Position,-42.2,um,Spot,Position,513
555,um,Spot,Position,-31.9,um,Spot,Position,515
244,um,Spot,Position,-27.9,um,Spot,Position,515
215,um,Spot,Position,-17.4,um,Spot,Position,514
260,um,Spot,Position,-15.7,um,Spot,Position,513
182,um,Spot,Position,-5.97,um,Spot,Position,511
248,um,Spot,Position,15.5,um,Spot,Position,512
470,um,Spot,Position,23,um,Spot,Position,513
174,um,Spot,Position,31.5,um,Spot,Position,512
207,um,Spot,Position,58.1,um,Spot,Position,511
209,um,Spot,Position,153,um,Spot,Position,511
179,um,Spot,Position,-251,um,Spot,Position,525
547,um,Spot,Position,-220,um,Spot,Position,519
254,um,Spot,Position,-214,um,Spot,Position,519
304,um,Spot,Position,-212,um,Spot,Position,521
218,um,Spot,Position,-207,um,Spot,Position,520
435,um,Spot,Position,-207,um,Spot,Position,521
375,um,Spot,Position,-201,um,Spot,Position,519
411,um,Spot,Position,-198,um,Spot,Position,519
185,um,Spot,Position,-183,um,Spot,Position,525
433,um,Spot,Position,-170,um,Spot,Position,525
482,um,Spot,Position,-170,um,Spot,Position,522
386,um,Spot,Position,-162,um,Spot,Position,519
493,um,Spot,Position,-151,um,Spot,Position,519
368,um,Spot,Position,-100,um,Spot,Position,518
247,um,Spot,Position,-249,um,Spot,Position,527
454,um,Spot,Position,-248,um,Spot,Position,526
513,um,Spot,Position,-229,um,Spot,Position,526
631,um,Spot,Position,-15.4,um,Spot,Position,467
626,um,Spot,Position,-213,um,Spot,Position,473
599,um,Spot,Position,6.65,um,Spot,Position,479
923,um,Spot,Position,138,um,Spot,Position,485
709,um,Spot,Position,-179,um,Spot,Position,496
659,um,Spot,Position,-148,um,Spot,Position,503
614,um,Spot,Position,104,um,Spot,Position,503
951,um,Spot,Position,138,um,Spot,Position,503
713,um,Spot,Position,-27.2,um,Spot,Position,509
672,um,Spot,Position,8.21,um,Spot,Position,508
702,um,Spot,Position,14.9,um,Spot,Position,510
606,um,Spot,Position,36.4,um,Spot,Position,509
646,um,Spot,Position,46.2,um,Spot,Position,508
707,um,Spot,Position,59.6,um,Spot,Position,509
788,um,Spot,Position,70.5,um,Spot,Position,509
755,um,Spot,Position,87.6,um,Spot,Position,509
