X 1: Position X,Unit,Category,Collection,Y 1: Position Y,Unit,Category,Collection,Position_Z
484,um,Spot,Position,960,um,Spot,Position,459
511,um,Spot,Position,1001,um,Spot,Position,461
479,um,Spot,Position,1004,um,Spot,Position,459
367,um,Spot,Position,1028,um,Spot,Position,458
470,um,Spot,Position,1029,um,Spot,Position,459
526,um,Spot,Position,1032,um,Spot,Position,460
514,um,Spot,Position,1056,um,Spot,Position,462
320,um,Spot,Position,1070,um,Spot,Position,460
451,um,Spot,Position,1076,um,Spot,Position,459
486,um,Spot,Position,1097,um,Spot,Position,460
328,um,Spot,Position,771,um,Spot,Position,464
519,um,Spot,Position,801,um,Spot,Position,463
477,um,Spot,Position,822,um,Spot,Position,469
579,um,Spot,Position,831,um,Spot,Position,466
433,um,Spot,Position,838,um,Spot,Position,467
556,um,Spot,Position,838,um,Spot,Position,466
536,um,Spot,Position,845,um,Spot,Position,465
398,um,Spot,Position,865,um,Spot,Position,464
564,um,Spot,Position,877,um,Spot,Position,469
550,um,Spot,Position,883,um,Spot,Position,466
588,um,Spot,Position,884,um,Spot,Position,466
591,um,Spot,Position,902,um,Spot,Position,466
660,um,Spot,Position,951,um,Spot,Position,468
387,um,Spot,Position,963,um,Spot,Position,464
318,um,Spot,Position,969,um,Spot,Position,466
677,um,Spot,Position,985,um,Spot,Position,467
642,um,Spot,Position,992,um,Spot,Position,467
554,um,Spot,Position,1003,um,Spot,Position,468
355,um,Spot,Position,1043,um,Spot,Position,463
557,um,Spot,Position,1091,um,Spot,Position,463
600,um,Spot,Position,1094,um,Spot,Position,464
597,um,Spot,Position,702,um,Spot,Position,472
635,um,Spot,Position,715,um,Spot,Position,472
519,um,Spot,Position,860,um,Spot,Position,469
669,um,Spot,Position,938,um,Spot,Position,472
673,um,Spot,Position,724,um,Spot,Position,479
655,um,Spot,Position,843,um,Spot,Position,479
823,um,Spot,Position,1063,um,Spot,Position,450
749,um,Spot,Position,873,um,Spot,Position,458
760,um,Spot,Position,882,um,Spot,Position,460
865,um,Spot,Position,932,um,Spot,Position,457
940,um,Spot,Position,971,um,Spot,Position,460
760,um,Spot,Position,869,um,Spot,Position,464
740,um,Spot,Position,998,um,Spot,Position,468
730,um,Spot,Position,1031,um,Spot,Position,469
694,um,Spot,Position,828,um,Spot,Position,473
728,um,Spot,Position,835,um,Spot,Position,471
736,um,Spot,Position,929,um,Spot,Position,469
770,um,Spot,Position,1031,um,Spot,Position,475
705,um,Spot,Position,702,um,Spot,Position,481
831,um,Spot,Position,886,um,Spot,Position,482
1090,um,Spot,Position,903,um,Spot,Position,482
857,um,Spot,Position,959,um,Spot,Position,482
842,um,Spot,Position,985,um,Spot,Position,478
827,um,Spot,Position,1003,um,Spot,Position,480
934,um,Spot,Position,1026,um,Spot,Position,481
822,um,Spot,Position,1085,um,Spot,Position,477
852,um,Spot,Position,1100,um,Spot,Position,479
742,um,Spot,Position,681,um,Spot,Position,485
874,um,Spot,Position,709,um,Spot,Position,485
826,um,Spot,Position,759,um,Spot,Position,487
952,um,Spot,Position,776,um,Spot,Position,485
926,um,Spot,Position,809,um,Spot,Position,485
915,um,Spot,Position,812,um,Spot,Position,485
879,um,Spot,Position,822,um,Spot,Position,484
1010,um,Spot,Position,949,um,Spot,Position,489
1027,um,Spot,Position,954,um,Spot,Position,487
901,um,Spot,Position,695,um,Spot,Position,494
956,um,Spot,Position,817,um,Spot,Position,494
1086,um,Spot,Position,838,um,Spot,Position,496
951,um,Spot,Position,856,um,Spot,Position,496
1101,um,Spot,Position,878,um,Spot,Position,493
980,um,Spot,Position,886,um,Spot,Position,495
1046,um,Spot,Position,929,um,Spot,Position,491
1026,um,Spot,Position,1097,um,Spot,Position,492
1088,um,Spot,Position,931,um,Spot,Position,506
1340,um,Spot,Position,752,um,Spot,Position,472
1417,um,Spot,Position,954,um,Spot,Position,472
1133,um,Spot,Position,759,um,Spot,Position,486
1139,um,Spot,Position,780,um,Spot,Position,487
1359,um,Spot,Position,952,um,Spot,Position,488
1179,um,Spot,Position,1034,um,Spot,Position,490
1125,um,Spot,Position,994,um,Spot,Position,491
1108,um,Spot,Position,1083,um,Spot,Position,496
1135,um,Spot,Position,822,um,Spot,Position,504
1164,um,Spot,Position,872,um,Spot,Position,502
1142,um,Spot,Position,944,um,Spot,Position,497
1146,um,Spot,Position,978,um,Spot,Position,499
1287,um,Spot,Position,1022,um,Spot,Position,502
1127,um,Spot,Position,1048,um,Spot,Position,498
1134,um,Spot,Position,1076,um,Spot,Position,501
1203,um,Spot,Position,1090,um,Spot,Position,502
1396,um,Spot,Position,770,um,Spot,Position,507
1166,um,Spot,Position,779,um,Spot,Position,511
1193,um,Spot,Position,832,um,Spot,Position,505
1219,um,Spot,Position,846,um,Spot,Position,510
1156,um,Spot,Position,847,um,Spot,Position,506
1196,um,Spot,Position,901,um,Spot,Position,508
1204,um,Spot,Position,932,um,Spot,Position,508
1124,um,Spot,Position,1013,um,Spot,Position,505
1246,um,Spot,Position,1042,um,Spot,Position,508
1345,um,Spot,Position,682,um,Spot,Position,515
1257,um,Spot,Position,691,um,Spot,Position,515
1367,um,Spot,Position,691,um,Spot,Position,515
1269,um,Spot,Position,726,um,Spot,Position,515
1318,um,Spot,Position,733,um,Spot,Position,515
1260,um,Spot,Position,803,um,Spot,Position,515
1247,um,Spot,Position,829,um,Spot,Position,515
1296,um,Spot,Position,829,um,Spot,Position,515
1252,um,Spot,Position,844,um,Spot,Position,515
1300,um,Spot,Position,850,um,Spot,Position,515
1338,um,Spot,Position,856,um,Spot,Position,515
1262,um,Spot,Position,898,um,Spot,Position,515
1345,um,Spot,Position,901,um,Spot,Position,515
1408,um,Spot,Position,912,um,Spot,Position,515
1503,um,Spot,Position,938,um,Spot,Position,515
1383,um,Spot,Position,940,um,Spot,Position,515
1299,um,Spot,Position,960,um,Spot,Position,515
1853,um,Spot,Position,721,um,Spot,Position,511
1713,um,Spot,Position,1062,um,Spot,Position,515
1543,um,Spot,Position,1074,um,Spot,Position,515
1561,um,Spot,Position,1099,um,Spot,Position,515
1587,um,Spot,Position,1101,um,Spot,Position,515
-851,um,Spot,Position,1329,um,Spot,Position,456
-951,um,Spot,Position,1430,um,Spot,Position,464
-972,um,Spot,Position,1441,um,Spot,Position,465
-673,um,Spot,Position,1111,um,Spot,Position,505
-796,um,Spot,Position,1131,um,Spot,Position,508
-633,um,Spot,Position,1129,um,Spot,Position,506
-773,um,Spot,Position,1133,um,Spot,Position,508
-624,um,Spot,Position,1183,um,Spot,Position,509
-622,um,Spot,Position,1235,um,Spot,Position,510
-724,um,Spot,Position,1150,um,Spot,Position,515
-825,um,Spot,Position,1171,um,Spot,Position,515
-684,um,Spot,Position,1173,um,Spot,Position,515
-724,um,Spot,Position,1194,um,Spot,Position,515
-667,um,Spot,Position,1205,um,Spot,Position,515
-927,um,Spot,Position,1211,um,Spot,Position,515
-613,um,Spot,Position,1214,um,Spot,Position,515
-692,um,Spot,Position,1246,um,Spot,Position,515
-657,um,Spot,Position,1246,um,Spot,Position,515
-671,um,Spot,Position,1273,um,Spot,Position,515
-737,um,Spot,Position,1285,um,Spot,Position,515
-685,um,Spot,Position,1300,um,Spot,Position,515
-617,um,Spot,Position,1317,um,Spot,Position,515
-695,um,Spot,Position,1318,um,Spot,Position,515
-641,um,Spot,Position,1324,um,Spot,Position,515
-725,um,Spot,Position,1330,um,Spot,Position,515
-835,um,Spot,Position,1333,um,Spot,Position,515
-595,um,Spot,Position,1353,um,Spot,Position,515
-622,um,Spot,Position,1365,um,Spot,Position,515
-698,um,Spot,Position,1372,um,Spot,Position,515
-616,um,Spot,Position,1396,um,Spot,Position,515
-670,um,Spot,Position,1410,um,Spot,Position,515
-716,um,Spot,Position,1426,um,Spot,Position,515
-791,um,Spot,Position,1476,um,Spot,Position,515
-678,um,Spot,Position,1479,um,Spot,Position,515
-801,um,Spot,Position,1490,um,Spot,Position,515
-665,um,Spot,Position,1506,um,Spot,Position,515
-465,um,Spot,Position,1470,um,Spot,Position,465
-193,um,Spot,Position,1169,um,Spot,Position,470
-188,um,Spot,Position,1214,um,Spot,Position,473
-235,um,Spot,Position,1248,um,Spot,Position,473
-400,um,Spot,Position,1260,um,Spot,Position,474
-184,um,Spot,Position,1411,um,Spot,Position,475
-235,um,Spot,Position,1115,um,Spot,Position,477
-296,um,Spot,Position,1160,um,Spot,Position,477
-310,um,Spot,Position,1183,um,Spot,Position,479
-323,um,Spot,Position,1220,um,Spot,Position,480
-308,um,Spot,Position,1305,um,Spot,Position,480
-258,um,Spot,Position,1302,um,Spot,Position,478
-243,um,Spot,Position,1350,um,Spot,Position,476
-250,um,Spot,Position,1436,um,Spot,Position,481
-195,um,Spot,Position,1483,um,Spot,Position,480
-365,um,Spot,Position,1203,um,Spot,Position,485
-432,um,Spot,Position,1210,um,Spot,Position,487
-428,um,Spot,Position,1246,um,Spot,Position,489
-259,um,Spot,Position,1375,um,Spot,Position,484
-503,um,Spot,Position,1418,um,Spot,Position,485
-323,um,Spot,Position,1421,um,Spot,Position,487
-342,um,Spot,Position,1445,um,Spot,Position,489
-280,um,Spot,Position,1450,um,Spot,Position,485
-475,um,Spot,Position,1200,um,Spot,Position,491
-450,um,Spot,Position,1211,um,Spot,Position,494
-457,um,Spot,Position,1289,um,Spot,Position,491
-500,um,Spot,Position,1300,um,Spot,Position,495
-426,um,Spot,Position,1349,um,Spot,Position,490
-453,um,Spot,Position,1370,um,Spot,Position,493
-375,um,Spot,Position,1392,um,Spot,Position,491
-383,um,Spot,Position,1422,um,Spot,Position,491
-451,um,Spot,Position,1437,um,Spot,Position,493
-385,um,Spot,Position,1463,um,Spot,Position,494
-325,um,Spot,Position,1498,um,Spot,Position,494
-563,um,Spot,Position,1107,um,Spot,Position,502
-578,um,Spot,Position,1205,um,Spot,Position,503
-550,um,Spot,Position,1202,um,Spot,Position,500
-498,um,Spot,Position,1262,um,Spot,Position,499
-591,um,Spot,Position,1313,um,Spot,Position,504
-542,um,Spot,Position,1460,um,Spot,Position,503
-470,um,Spot,Position,1503,um,Spot,Position,502
-407,um,Spot,Position,1519,um,Spot,Position,502
-587,um,Spot,Position,1232,um,Spot,Position,510
-518,um,Spot,Position,1495,um,Spot,Position,510
-574,um,Spot,Position,1443,um,Spot,Position,515
-545,um,Spot,Position,1500,um,Spot,Position,515
24.7,um,Spot,Position,1215,um,Spot,Position,451
120,um,Spot,Position,1146,um,Spot,Position,462
29.4,um,Spot,Position,1153,um,Spot,Position,458
84.7,um,Spot,Position,1166,um,Spot,Position,459
-22.5,um,Spot,Position,1182,um,Spot,Position,461
56.4,um,Spot,Position,1204,um,Spot,Position,460
-12.6,um,Spot,Position,1231,um,Spot,Position,461
211,um,Spot,Position,1236,um,Spot,Position,460
-158,um,Spot,Position,1255,um,Spot,Position,455
-128,um,Spot,Position,1281,um,Spot,Position,462
-146,um,Spot,Position,1283,um,Spot,Position,458
237,um,Spot,Position,1137,um,Spot,Position,466
-116,um,Spot,Position,1163,um,Spot,Position,468
117,um,Spot,Position,1168,um,Spot,Position,465
-72.5,um,Spot,Position,1170,um,Spot,Position,463
-144,um,Spot,Position,1186,um,Spot,Position,466
128,um,Spot,Position,1192,um,Spot,Position,468
-85.4,um,Spot,Position,1202,um,Spot,Position,465
-36.8,um,Spot,Position,1214,um,Spot,Position,463
113,um,Spot,Position,1220,um,Spot,Position,463
-114,um,Spot,Position,1228,um,Spot,Position,465
49.9,um,Spot,Position,1260,um,Spot,Position,463
-34.6,um,Spot,Position,1263,um,Spot,Position,462
-43.7,um,Spot,Position,1272,um,Spot,Position,464
191,um,Spot,Position,1275,um,Spot,Position,466
-85.3,um,Spot,Position,1287,um,Spot,Position,465
168,um,Spot,Position,1286,um,Spot,Position,465
236,um,Spot,Position,1285,um,Spot,Position,467
103,um,Spot,Position,1295,um,Spot,Position,463
-37.3,um,Spot,Position,1306,um,Spot,Position,464
60,um,Spot,Position,1321,um,Spot,Position,464
-104,um,Spot,Position,1336,um,Spot,Position,467
-73.8,um,Spot,Position,1352,um,Spot,Position,467
-42.4,um,Spot,Position,1357,um,Spot,Position,466
112,um,Spot,Position,1366,um,Spot,Position,467
197,um,Spot,Position,1407,um,Spot,Position,466
183,um,Spot,Position,1425,um,Spot,Position,466
215,um,Spot,Position,1432,um,Spot,Position,467
212,um,Spot,Position,1461,um,Spot,Position,466
24.7,um,Spot,Position,1474,um,Spot,Position,465
204,um,Spot,Position,1509,um,Spot,Position,468
200,um,Spot,Position,1348,um,Spot,Position,474
78.5,um,Spot,Position,1353,um,Spot,Position,469
251,um,Spot,Position,1374,um,Spot,Position,472
-123,um,Spot,Position,1384,um,Spot,Position,471
-103,um,Spot,Position,1384,um,Spot,Position,471
-117,um,Spot,Position,1404,um,Spot,Position,473
-135,um,Spot,Position,1429,um,Spot,Position,473
-71.1,um,Spot,Position,1449,um,Spot,Position,474
-126,um,Spot,Position,1491,um,Spot,Position,475
2.57,um,Spot,Position,1497,um,Spot,Position,472
-73.7,um,Spot,Position,1509,um,Spot,Position,474
86,um,Spot,Position,1508,um,Spot,Position,473
128,um,Spot,Position,1513,um,Spot,Position,470
104,um,Spot,Position,1466,um,Spot,Position,478
-154,um,Spot,Position,1486,um,Spot,Position,478
-104,um,Spot,Position,1513,um,Spot,Position,478
-169,um,Spot,Position,1525,um,Spot,Position,478
385,um,Spot,Position,1113,um,Spot,Position,460
459,um,Spot,Position,1126,um,Spot,Position,459
440,um,Spot,Position,1137,um,Spot,Position,458
277,um,Spot,Position,1139,um,Spot,Position,461
492,um,Spot,Position,1166,um,Spot,Position,458
548,um,Spot,Position,1186,um,Spot,Position,461
318,um,Spot,Position,1194,um,Spot,Position,459
472,um,Spot,Position,1221,um,Spot,Position,461
287,um,Spot,Position,1227,um,Spot,Position,458
450,um,Spot,Position,1280,um,Spot,Position,459
388,um,Spot,Position,1522,um,Spot,Position,459
519,um,Spot,Position,1110,um,Spot,Position,464
621,um,Spot,Position,1128,um,Spot,Position,467
588,um,Spot,Position,1158,um,Spot,Position,465
593,um,Spot,Position,1211,um,Spot,Position,465
604,um,Spot,Position,1244,um,Spot,Position,464
264,um,Spot,Position,1276,um,Spot,Position,467
550,um,Spot,Position,1290,um,Spot,Position,464
532,um,Spot,Position,1323,um,Spot,Position,466
583,um,Spot,Position,1328,um,Spot,Position,466
261,um,Spot,Position,1330,um,Spot,Position,466
600,um,Spot,Position,1346,um,Spot,Position,468
434,um,Spot,Position,1351,um,Spot,Position,464
319,um,Spot,Position,1357,um,Spot,Position,464
514,um,Spot,Position,1366,um,Spot,Position,464
464,um,Spot,Position,1393,um,Spot,Position,464
578,um,Spot,Position,1406,um,Spot,Position,467
366,um,Spot,Position,1413,um,Spot,Position,464
498,um,Spot,Position,1426,um,Spot,Position,466
542,um,Spot,Position,1429,um,Spot,Position,469
463,um,Spot,Position,1465,um,Spot,Position,468
389,um,Spot,Position,1485,um,Spot,Position,466
482,um,Spot,Position,1490,um,Spot,Position,468
536,um,Spot,Position,1154,um,Spot,Position,470
614,um,Spot,Position,1279,um,Spot,Position,469
638,um,Spot,Position,1386,um,Spot,Position,472
644,um,Spot,Position,1407,um,Spot,Position,473
602,um,Spot,Position,1426,um,Spot,Position,473
556,um,Spot,Position,1449,um,Spot,Position,471
581,um,Spot,Position,1453,um,Spot,Position,473
668,um,Spot,Position,1466,um,Spot,Position,474
608,um,Spot,Position,1478,um,Spot,Position,475
272,um,Spot,Position,1490,um,Spot,Position,472
534,um,Spot,Position,1505,um,Spot,Position,473
514,um,Spot,Position,1507,um,Spot,Position,477
866,um,Spot,Position,1172,um,Spot,Position,457
801,um,Spot,Position,1180,um,Spot,Position,456
780,um,Spot,Position,1374,um,Spot,Position,458
694,um,Spot,Position,1201,um,Spot,Position,467
1070,um,Spot,Position,1338,um,Spot,Position,466
729,um,Spot,Position,1466,um,Spot,Position,463
799,um,Spot,Position,1118,um,Spot,Position,473
845,um,Spot,Position,1141,um,Spot,Position,473
764,um,Spot,Position,1182,um,Spot,Position,475
885,um,Spot,Position,1193,um,Spot,Position,473
775,um,Spot,Position,1215,um,Spot,Position,473
688,um,Spot,Position,1227,um,Spot,Position,474
808,um,Spot,Position,1237,um,Spot,Position,474
732,um,Spot,Position,1249,um,Spot,Position,472
1020,um,Spot,Position,1251,um,Spot,Position,470
821,um,Spot,Position,1279,um,Spot,Position,475
705,um,Spot,Position,1326,um,Spot,Position,473
765,um,Spot,Position,1345,um,Spot,Position,475
748,um,Spot,Position,1352,um,Spot,Position,473
725,um,Spot,Position,1381,um,Spot,Position,473
766,um,Spot,Position,1400,um,Spot,Position,474
697,um,Spot,Position,1423,um,Spot,Position,473
1045,um,Spot,Position,1436,um,Spot,Position,471
842,um,Spot,Position,1231,um,Spot,Position,477
955,um,Spot,Position,1338,um,Spot,Position,478
843,um,Spot,Position,1453,um,Spot,Position,482
964,um,Spot,Position,1117,um,Spot,Position,490
984,um,Spot,Position,1214,um,Spot,Position,486
881,um,Spot,Position,1267,um,Spot,Position,483
966,um,Spot,Position,1273,um,Spot,Position,486
848,um,Spot,Position,1485,um,Spot,Position,486
1087,um,Spot,Position,1135,um,Spot,Position,495
940,um,Spot,Position,1309,um,Spot,Position,491
969,um,Spot,Position,1464,um,Spot,Position,494
1087,um,Spot,Position,1240,um,Spot,Position,499
1017,um,Spot,Position,1466,um,Spot,Position,501
1181,um,Spot,Position,1140,um,Spot,Position,453
1244,um,Spot,Position,1351,um,Spot,Position,483
1171,um,Spot,Position,1135,um,Spot,Position,484
1479,um,Spot,Position,1446,um,Spot,Position,488
1140,um,Spot,Position,1505,um,Spot,Position,494
1117,um,Spot,Position,1147,um,Spot,Position,499
1137,um,Spot,Position,1284,um,Spot,Position,503
1140,um,Spot,Position,1340,um,Spot,Position,503
1147,um,Spot,Position,1390,um,Spot,Position,502
1215,um,Spot,Position,1404,um,Spot,Position,503
1142,um,Spot,Position,1415,um,Spot,Position,502
1233,um,Spot,Position,1163,um,Spot,Position,508
1150,um,Spot,Position,1273,um,Spot,Position,505
1206,um,Spot,Position,1321,um,Spot,Position,506
1190,um,Spot,Position,1456,um,Spot,Position,507
1225,um,Spot,Position,1472,um,Spot,Position,508
1308,um,Spot,Position,1115,um,Spot,Position,515
1274,um,Spot,Position,1144,um,Spot,Position,515
1339,um,Spot,Position,1148,um,Spot,Position,515
1265,um,Spot,Position,1224,um,Spot,Position,515
1329,um,Spot,Position,1285,um,Spot,Position,515
1278,um,Spot,Position,1285,um,Spot,Position,515
1276,um,Spot,Position,1382,um,Spot,Position,515
1235,um,Spot,Position,1397,um,Spot,Position,515
1262,um,Spot,Position,1416,um,Spot,Position,515
1222,um,Spot,Position,1428,um,Spot,Position,515
1420,um,Spot,Position,1450,um,Spot,Position,515
1163,um,Spot,Position,1508,um,Spot,Position,515
1212,um,Spot,Position,1510,um,Spot,Position,515
1245,um,Spot,Position,1515,um,Spot,Position,515
1661,um,Spot,Position,1506,um,Spot,Position,494
1599,um,Spot,Position,1126,um,Spot,Position,515
-615,um,Spot,Position,1572,um,Spot,Position,477
-671,um,Spot,Position,1532,um,Spot,Position,501
-641,um,Spot,Position,1535,um,Spot,Position,499
-662,um,Spot,Position,1855,um,Spot,Position,510
-606,um,Spot,Position,1705,um,Spot,Position,515
-192,um,Spot,Position,1622,um,Spot,Position,474
-195,um,Spot,Position,1543,um,Spot,Position,480
-195,um,Spot,Position,1558,um,Spot,Position,482
-238,um,Spot,Position,1531,um,Spot,Position,486
-170,um,Spot,Position,1583,um,Spot,Position,484
-223,um,Spot,Position,1787,um,Spot,Position,488
-315,um,Spot,Position,1531,um,Spot,Position,493
-334,um,Spot,Position,1569,um,Spot,Position,495
-271,um,Spot,Position,1573,um,Spot,Position,492
-237,um,Spot,Position,1639,um,Spot,Position,494
-210,um,Spot,Position,1661,um,Spot,Position,493
-260,um,Spot,Position,1780,um,Spot,Position,494
-323,um,Spot,Position,1649,um,Spot,Position,502
-277,um,Spot,Position,1667,um,Spot,Position,500
-235,um,Spot,Position,1701,um,Spot,Position,500
-459,um,Spot,Position,1592,um,Spot,Position,509
-278,um,Spot,Position,1752,um,Spot,Position,511
-542,um,Spot,Position,1531,um,Spot,Position,515
-483,um,Spot,Position,1532,um,Spot,Position,515
-590,um,Spot,Position,1541,um,Spot,Position,515
-522,um,Spot,Position,1541,um,Spot,Position,515
-459,um,Spot,Position,1547,um,Spot,Position,515
-497,um,Spot,Position,1560,um,Spot,Position,515
-570,um,Spot,Position,1601,um,Spot,Position,515
-502,um,Spot,Position,1615,um,Spot,Position,515
-586,um,Spot,Position,1639,um,Spot,Position,515
-531,um,Spot,Position,1642,um,Spot,Position,515
-561,um,Spot,Position,1644,um,Spot,Position,515
-403,um,Spot,Position,1649,um,Spot,Position,515
-534,um,Spot,Position,1667,um,Spot,Position,515
-362,um,Spot,Position,1670,um,Spot,Position,515
-455,um,Spot,Position,1672,um,Spot,Position,515
-476,um,Spot,Position,1693,um,Spot,Position,515
-405,um,Spot,Position,1708,um,Spot,Position,515
-492,um,Spot,Position,1725,um,Spot,Position,515
-319,um,Spot,Position,1796,um,Spot,Position,515
-277,um,Spot,Position,1827,um,Spot,Position,515
-192,um,Spot,Position,1846,um,Spot,Position,515
200,um,Spot,Position,1720,um,Spot,Position,454
-125,um,Spot,Position,1563,um,Spot,Position,459
231,um,Spot,Position,1578,um,Spot,Position,457
235,um,Spot,Position,1606,um,Spot,Position,461
-3.61,um,Spot,Position,1541,um,Spot,Position,475
231,um,Spot,Position,1556,um,Spot,Position,474
176,um,Spot,Position,1621,um,Spot,Position,475
231,um,Spot,Position,1644,um,Spot,Position,474
85.3,um,Spot,Position,1562,um,Spot,Position,477
32,um,Spot,Position,1568,um,Spot,Position,478
-102,um,Spot,Position,1578,um,Spot,Position,479
95.5,um,Spot,Position,1639,um,Spot,Position,479
127,um,Spot,Position,1654,um,Spot,Position,481
92.3,um,Spot,Position,1714,um,Spot,Position,481
-140,um,Spot,Position,1582,um,Spot,Position,484
-29.8,um,Spot,Position,1623,um,Spot,Position,486
2.54,um,Spot,Position,1620,um,Spot,Position,486
-87.3,um,Spot,Position,1624,um,Spot,Position,485
-112,um,Spot,Position,1627,um,Spot,Position,486
-92.2,um,Spot,Position,1655,um,Spot,Position,488
-35.1,um,Spot,Position,1659,um,Spot,Position,484
159,um,Spot,Position,1681,um,Spot,Position,483
-134,um,Spot,Position,1671,um,Spot,Position,493
-121,um,Spot,Position,1688,um,Spot,Position,497
-141,um,Spot,Position,1702,um,Spot,Position,495
6.31,um,Spot,Position,1755,um,Spot,Position,494
123,um,Spot,Position,1761,um,Spot,Position,493
127,um,Spot,Position,1797,um,Spot,Position,493
164,um,Spot,Position,1821,um,Spot,Position,495
-96.9,um,Spot,Position,1770,um,Spot,Position,499
11.7,um,Spot,Position,1804,um,Spot,Position,500
117,um,Spot,Position,1837,um,Spot,Position,498
50.3,um,Spot,Position,1856,um,Spot,Position,503
-92.4,um,Spot,Position,1807,um,Spot,Position,504
-51.5,um,Spot,Position,1850,um,Spot,Position,506
-84.3,um,Spot,Position,1855,um,Spot,Position,507
-107,um,Spot,Position,1835,um,Spot,Position,515
-122,um,Spot,Position,1848,um,Spot,Position,515
591,um,Spot,Position,1685,um,Spot,Position,452
269,um,Spot,Position,1659,um,Spot,Position,459
396,um,Spot,Position,1562,um,Spot,Position,469
510,um,Spot,Position,1551,um,Spot,Position,474
267,um,Spot,Position,1554,um,Spot,Position,470
482,um,Spot,Position,1562,um,Spot,Position,473
261,um,Spot,Position,1624,um,Spot,Position,475
627,um,Spot,Position,1769,um,Spot,Position,471
617,um,Spot,Position,1567,um,Spot,Position,481
550,um,Spot,Position,1582,um,Spot,Position,479
505,um,Spot,Position,1617,um,Spot,Position,479
461,um,Spot,Position,1642,um,Spot,Position,480
497,um,Spot,Position,1672,um,Spot,Position,482
461,um,Spot,Position,1719,um,Spot,Position,481
390,um,Spot,Position,1791,um,Spot,Position,477
620,um,Spot,Position,1623,um,Spot,Position,483
641,um,Spot,Position,1632,um,Spot,Position,486
556,um,Spot,Position,1653,um,Spot,Position,488
318,um,Spot,Position,1685,um,Spot,Position,485
636,um,Spot,Position,1715,um,Spot,Position,491
619,um,Spot,Position,1737,um,Spot,Position,493
660,um,Spot,Position,1745,um,Spot,Position,494
582,um,Spot,Position,1778,um,Spot,Position,493
487,um,Spot,Position,1794,um,Spot,Position,493
610,um,Spot,Position,1789,um,Spot,Position,498
641,um,Spot,Position,1792,um,Spot,Position,499
538,um,Spot,Position,1831,um,Spot,Position,498
649,um,Spot,Position,1855,um,Spot,Position,503
516,um,Spot,Position,1860,um,Spot,Position,509
1034,um,Spot,Position,1624,um,Spot,Position,473
687,um,Spot,Position,1538,um,Spot,Position,478
1035,um,Spot,Position,1613,um,Spot,Position,479
735,um,Spot,Position,1625,um,Spot,Position,487
722,um,Spot,Position,1658,um,Spot,Position,488
685,um,Spot,Position,1683,um,Spot,Position,488
852,um,Spot,Position,1742,um,Spot,Position,485
746,um,Spot,Position,1677,um,Spot,Position,491
732,um,Spot,Position,1726,um,Spot,Position,495
699,um,Spot,Position,1748,um,Spot,Position,495
697,um,Spot,Position,1777,um,Spot,Position,492
756,um,Spot,Position,1836,um,Spot,Position,491
1027,um,Spot,Position,1562,um,Spot,Position,501
814,um,Spot,Position,1659,um,Spot,Position,499
807,um,Spot,Position,1753,um,Spot,Position,501
734,um,Spot,Position,1767,um,Spot,Position,498
822,um,Spot,Position,1789,um,Spot,Position,502
755,um,Spot,Position,1796,um,Spot,Position,500
785,um,Spot,Position,1858,um,Spot,Position,509
1074,um,Spot,Position,1643,um,Spot,Position,515
1012,um,Spot,Position,1674,um,Spot,Position,515
1097,um,Spot,Position,1678,um,Spot,Position,515
902,um,Spot,Position,1756,um,Spot,Position,515
917,um,Spot,Position,1784,um,Spot,Position,515
967,um,Spot,Position,1795,um,Spot,Position,515
873,um,Spot,Position,1813,um,Spot,Position,515
973,um,Spot,Position,1820,um,Spot,Position,515
917,um,Spot,Position,1830,um,Spot,Position,515
944,um,Spot,Position,1855,um,Spot,Position,515
977,um,Spot,Position,1855,um,Spot,Position,515
849,um,Spot,Position,1858,um,Spot,Position,515
1363,um,Spot,Position,1645,um,Spot,Position,505
1342,um,Spot,Position,1748,um,Spot,Position,507
1265,um,Spot,Position,1554,um,Spot,Position,515
1218,um,Spot,Position,1678,um,Spot,Position,515
1143,um,Spot,Position,1759,um,Spot,Position,515
1185,um,Spot,Position,1790,um,Spot,Position,515
1331,um,Spot,Position,1795,um,Spot,Position,515
1531,um,Spot,Position,1558,um,Spot,Position,498
1774,um,Spot,Position,1552,um,Spot,Position,515
