X 1: Position X,Unit,Category,Collection,Y 1: Position Y,Unit,Category,Collection,Position_Z
-540,um,Spot,Position,-713,um,Spot,Position,508
-573,um,Spot,Position,-729,um,Spot,Position,522
-450,um,Spot,Position,-922,um,Spot,Position,543
-257,um,Spot,Position,-739,um,Spot,Position,552
-470,um,Spot,Position,-819,um,Spot,Position,555
128,um,Spot,Position,-897,um,Spot,Position,477
209,um,Spot,Position,-901,um,Spot,Position,503
245,um,Spot,Position,-664,um,Spot,Position,538
142,um,Spot,Position,-597,um,Spot,Position,552
172,um,Spot,Position,-625,um,Spot,Position,554
208,um,Spot,Position,-622,um,Spot,Position,555
-33.7,um,Spot,Position,-606,um,Spot,Position,559
-87.9,um,Spot,Position,-598,um,Spot,Position,559
359,um,Spot,Position,-966,um,Spot,Position,516
551,um,Spot,Position,-846,um,Spot,Position,514
265,um,Spot,Position,-721,um,Spot,Position,524
486,um,Spot,Position,-705,um,Spot,Position,538
568,um,Spot,Position,-944,um,Spot,Position,543
405,um,Spot,Position,-862,um,Spot,Position,540
586,um,Spot,Position,-750,um,Spot,Position,551
544,um,Spot,Position,-659,um,Spot,Position,549
278,um,Spot,Position,-604,um,Spot,Position,552
427,um,Spot,Position,-604,um,Spot,Position,552
589,um,Spot,Position,-854,um,Spot,Position,556
484,um,Spot,Position,-636,um,Spot,Position,557
363,um,Spot,Position,-606,um,Spot,Position,555
762,um,Spot,Position,-737,um,Spot,Position,461
944,um,Spot,Position,-943,um,Spot,Position,501
952,um,Spot,Position,-861,um,Spot,Position,556
-621,um,Spot,Position,-504,um,Spot,Position,510
-683,um,Spot,Position,-259,um,Spot,Position,539
-629,um,Spot,Position,-436,um,Spot,Position,560
-611,um,Spot,Position,-191,um,Spot,Position,557
-204,um,Spot,Position,-255,um,Spot,Position,449
-559,um,Spot,Position,-400,um,Spot,Position,473
-536,um,Spot,Position,-235,um,Spot,Position,483
-430,um,Spot,Position,-472,um,Spot,Position,491
-223,um,Spot,Position,-213,um,Spot,Position,501
-177,um,Spot,Position,-215,um,Spot,Position,502
-469,um,Spot,Position,-206,um,Spot,Position,502
-195,um,Spot,Position,-307,um,Spot,Position,522
-224,um,Spot,Position,-279,um,Spot,Position,525
-462,um,Spot,Position,-176,um,Spot,Position,519
-472,um,Spot,Position,-399,um,Spot,Position,530
-224,um,Spot,Position,-334,um,Spot,Position,529
-253,um,Spot,Position,-318,um,Spot,Position,529
-173,um,Spot,Position,-450,um,Spot,Position,539
-178,um,Spot,Position,-408,um,Spot,Position,537
-237,um,Spot,Position,-368,um,Spot,Position,538
-398,um,Spot,Position,-220,um,Spot,Position,537
-469,um,Spot,Position,-215,um,Spot,Position,537
-394,um,Spot,Position,-436,um,Spot,Position,541
-325,um,Spot,Position,-425,um,Spot,Position,546
-229,um,Spot,Position,-412,um,Spot,Position,539
-297,um,Spot,Position,-379,um,Spot,Position,542
-254,um,Spot,Position,-381,um,Spot,Position,540
-339,um,Spot,Position,-370,um,Spot,Position,541
-440,um,Spot,Position,-251,um,Spot,Position,543
-511,um,Spot,Position,-222,um,Spot,Position,546
-173,um,Spot,Position,-531,um,Spot,Position,552
-202,um,Spot,Position,-505,um,Spot,Position,550
-229,um,Spot,Position,-498,um,Spot,Position,550
-216,um,Spot,Position,-494,um,Spot,Position,552
-176,um,Spot,Position,-484,um,Spot,Position,547
-237,um,Spot,Position,-458,um,Spot,Position,546
-344,um,Spot,Position,-411,um,Spot,Position,546
-473,um,Spot,Position,-346,um,Spot,Position,553
-456,um,Spot,Position,-305,um,Spot,Position,549
-483,um,Spot,Position,-279,um,Spot,Position,549
-524,um,Spot,Position,-265,um,Spot,Position,552
-410,um,Spot,Position,-262,um,Spot,Position,550
-536,um,Spot,Position,-197,um,Spot,Position,550
-583,um,Spot,Position,-191,um,Spot,Position,551
-221,um,Spot,Position,-537,um,Spot,Position,555
-403,um,Spot,Position,-478,um,Spot,Position,560
-343,um,Spot,Position,-470,um,Spot,Position,556
-367,um,Spot,Position,-446,um,Spot,Position,554
-441,um,Spot,Position,-427,um,Spot,Position,558
-486,um,Spot,Position,-377,um,Spot,Position,559
-534,um,Spot,Position,-319,um,Spot,Position,559
-570,um,Spot,Position,-267,um,Spot,Position,558
-148,um,Spot,Position,-198,um,Spot,Position,449
-160,um,Spot,Position,-462,um,Spot,Position,465
210,um,Spot,Position,-341,um,Spot,Position,470
91.9,um,Spot,Position,-412,um,Spot,Position,487
-160,um,Spot,Position,-227,um,Spot,Position,489
-70.5,um,Spot,Position,-179,um,Spot,Position,486
-134,um,Spot,Position,-243,um,Spot,Position,492
-80.1,um,Spot,Position,-227,um,Spot,Position,491
38.1,um,Spot,Position,-589,um,Spot,Position,507
57.4,um,Spot,Position,-337,um,Spot,Position,506
-152,um,Spot,Position,-289,um,Spot,Position,510
164,um,Spot,Position,-173,um,Spot,Position,507
67.7,um,Spot,Position,-260,um,Spot,Position,516
-2.28,um,Spot,Position,-232,um,Spot,Position,514
-137,um,Spot,Position,-319,um,Spot,Position,522
-64.4,um,Spot,Position,-280,um,Spot,Position,519
-132,um,Spot,Position,-436,um,Spot,Position,532
107,um,Spot,Position,-397,um,Spot,Position,528
-90.3,um,Spot,Position,-390,um,Spot,Position,531
-123,um,Spot,Position,-377,um,Spot,Position,531
-159,um,Spot,Position,-366,um,Spot,Position,531
-69.3,um,Spot,Position,-341,um,Spot,Position,526
93.1,um,Spot,Position,-486,um,Spot,Position,538
222,um,Spot,Position,-455,um,Spot,Position,539
-73.7,um,Spot,Position,-454,um,Spot,Position,538
12.6,um,Spot,Position,-452,um,Spot,Position,538
65.2,um,Spot,Position,-452,um,Spot,Position,537
31.2,um,Spot,Position,-429,um,Spot,Position,534
85.5,um,Spot,Position,-431,um,Spot,Position,535
-52.8,um,Spot,Position,-419,um,Spot,Position,535
72.6,um,Spot,Position,-409,um,Spot,Position,533
-17.3,um,Spot,Position,-407,um,Spot,Position,533
-35,um,Spot,Position,-374,um,Spot,Position,534
68.2,um,Spot,Position,-568,um,Spot,Position,540
22.8,um,Spot,Position,-506,um,Spot,Position,542
-130,um,Spot,Position,-500,um,Spot,Position,539
-63.3,um,Spot,Position,-494,um,Spot,Position,545
-146,um,Spot,Position,-459,um,Spot,Position,541
-113,um,Spot,Position,-460,um,Spot,Position,539
204,um,Spot,Position,-594,um,Spot,Position,550
172,um,Spot,Position,-587,um,Spot,Position,548
27.3,um,Spot,Position,-557,um,Spot,Position,549
-27.7,um,Spot,Position,-542,um,Spot,Position,549
-142,um,Spot,Position,-539,um,Spot,Position,552
-71.8,um,Spot,Position,-519,um,Spot,Position,548
-0.641,um,Spot,Position,-576,um,Spot,Position,553
-109,um,Spot,Position,-558,um,Spot,Position,554
-75.6,um,Spot,Position,-556,um,Spot,Position,554
556,um,Spot,Position,-399,um,Spot,Position,459
608,um,Spot,Position,-393,um,Spot,Position,460
649,um,Spot,Position,-219,um,Spot,Position,466
419,um,Spot,Position,-215,um,Spot,Position,469
355,um,Spot,Position,-199,um,Spot,Position,465
283,um,Spot,Position,-510,um,Spot,Position,492
671,um,Spot,Position,-417,um,Spot,Position,506
644,um,Spot,Position,-554,um,Spot,Position,517
654,um,Spot,Position,-320,um,Spot,Position,514
439,um,Spot,Position,-276,um,Spot,Position,518
467,um,Spot,Position,-279,um,Spot,Position,516
409,um,Spot,Position,-251,um,Spot,Position,516
471,um,Spot,Position,-245,um,Spot,Position,514
454,um,Spot,Position,-197,um,Spot,Position,512
588,um,Spot,Position,-185,um,Spot,Position,514
653,um,Spot,Position,-177,um,Spot,Position,516
439,um,Spot,Position,-342,um,Spot,Position,524
600,um,Spot,Position,-332,um,Spot,Position,521
543,um,Spot,Position,-299,um,Spot,Position,521
619,um,Spot,Position,-293,um,Spot,Position,519
556,um,Spot,Position,-277,um,Spot,Position,523
413,um,Spot,Position,-219,um,Spot,Position,520
630,um,Spot,Position,-479,um,Spot,Position,532
535,um,Spot,Position,-372,um,Spot,Position,528
447,um,Spot,Position,-355,um,Spot,Position,526
550,um,Spot,Position,-331,um,Spot,Position,526
676,um,Spot,Position,-323,um,Spot,Position,526
327,um,Spot,Position,-474,um,Spot,Position,538
336,um,Spot,Position,-448,um,Spot,Position,535
277,um,Spot,Position,-436,um,Spot,Position,533
498,um,Spot,Position,-525,um,Spot,Position,543
431,um,Spot,Position,-516,um,Spot,Position,544
598,um,Spot,Position,-516,um,Spot,Position,545
355,um,Spot,Position,-499,um,Spot,Position,542
678,um,Spot,Position,-460,um,Spot,Position,546
940,um,Spot,Position,-295,um,Spot,Position,486
977,um,Spot,Position,-519,um,Spot,Position,493
899,um,Spot,Position,-532,um,Spot,Position,498
975,um,Spot,Position,-311,um,Spot,Position,502
948,um,Spot,Position,-485,um,Spot,Position,505
1072,um,Spot,Position,-289,um,Spot,Position,509
1052,um,Spot,Position,-292,um,Spot,Position,516
805,um,Spot,Position,-373,um,Spot,Position,539
785,um,Spot,Position,-359,um,Spot,Position,539
764,um,Spot,Position,-318,um,Spot,Position,534
838,um,Spot,Position,-403,um,Spot,Position,544
945,um,Spot,Position,-228,um,Spot,Position,545
948,um,Spot,Position,-187,um,Spot,Position,543
685,um,Spot,Position,-522,um,Spot,Position,552
746,um,Spot,Position,-474,um,Spot,Position,549
719,um,Spot,Position,-434,um,Spot,Position,548
858,um,Spot,Position,-378,um,Spot,Position,553
975,um,Spot,Position,-261,um,Spot,Position,549
682,um,Spot,Position,-583,um,Spot,Position,560
725,um,Spot,Position,-581,um,Spot,Position,558
743,um,Spot,Position,-539,um,Spot,Position,557
802,um,Spot,Position,-513,um,Spot,Position,559
727,um,Spot,Position,-504,um,Spot,Position,555
816,um,Spot,Position,-482,um,Spot,Position,560
892,um,Spot,Position,-458,um,Spot,Position,558
837,um,Spot,Position,-437,um,Spot,Position,557
1004,um,Spot,Position,-311,um,Spot,Position,554
1433,um,Spot,Position,-410,um,Spot,Position,461
1349,um,Spot,Position,-399,um,Spot,Position,473
1331,um,Spot,Position,-303,um,Spot,Position,529
1345,um,Spot,Position,-314,um,Spot,Position,537
1416,um,Spot,Position,-317,um,Spot,Position,544
1257,um,Spot,Position,-327,um,Spot,Position,554
1236,um,Spot,Position,-315,um,Spot,Position,554
1595,um,Spot,Position,-399,um,Spot,Position,540
-879,um,Spot,Position,97.3,um,Spot,Position,454
-637,um,Spot,Position,96,um,Spot,Position,464
-727,um,Spot,Position,-141,um,Spot,Position,493
-968,um,Spot,Position,69.1,um,Spot,Position,501
-873,um,Spot,Position,127,um,Spot,Position,517
-596,um,Spot,Position,31.9,um,Spot,Position,537
-853,um,Spot,Position,118,um,Spot,Position,537
-600,um,Spot,Position,118,um,Spot,Position,537
-652,um,Spot,Position,198,um,Spot,Position,538
-636,um,Spot,Position,240,um,Spot,Position,537
-688,um,Spot,Position,127,um,Spot,Position,545
-692,um,Spot,Position,158,um,Spot,Position,544
-663,um,Spot,Position,171,um,Spot,Position,540
-691,um,Spot,Position,218,um,Spot,Position,541
-669,um,Spot,Position,239,um,Spot,Position,543
-713,um,Spot,Position,246,um,Spot,Position,545
-671,um,Spot,Position,-40.5,um,Spot,Position,553
-681,um,Spot,Position,32.6,um,Spot,Position,550
-744,um,Spot,Position,91.6,um,Spot,Position,552
-718,um,Spot,Position,104,um,Spot,Position,550
-820,um,Spot,Position,116,um,Spot,Position,548
-831,um,Spot,Position,121,um,Spot,Position,551
-717,um,Spot,Position,124,um,Spot,Position,548
-732,um,Spot,Position,132,um,Spot,Position,549
-765,um,Spot,Position,135,um,Spot,Position,552
-712,um,Spot,Position,141,um,Spot,Position,547
-760,um,Spot,Position,163,um,Spot,Position,551
-723,um,Spot,Position,170,um,Spot,Position,547
-727,um,Spot,Position,193,um,Spot,Position,547
-736,um,Spot,Position,213,um,Spot,Position,549
-617,um,Spot,Position,-154,um,Spot,Position,554
-991,um,Spot,Position,-39.4,um,Spot,Position,554
-700,um,Spot,Position,-11.8,um,Spot,Position,555
-729,um,Spot,Position,10.4,um,Spot,Position,557
-769,um,Spot,Position,113,um,Spot,Position,553
-788,um,Spot,Position,136,um,Spot,Position,555
-818,um,Spot,Position,160,um,Spot,Position,558
-793,um,Spot,Position,219,um,Spot,Position,554
-364,um,Spot,Position,181,um,Spot,Position,452
-242,um,Spot,Position,248,um,Spot,Position,460
-213,um,Spot,Position,5.64,um,Spot,Position,503
-190,um,Spot,Position,254,um,Spot,Position,504
-180,um,Spot,Position,72,um,Spot,Position,508
-170,um,Spot,Position,132,um,Spot,Position,510
-195,um,Spot,Position,141,um,Spot,Position,505
-171,um,Spot,Position,-99,um,Spot,Position,512
-284,um,Spot,Position,-55.4,um,Spot,Position,517
-310,um,Spot,Position,78.4,um,Spot,Position,515
-213,um,Spot,Position,146,um,Spot,Position,514
-317,um,Spot,Position,178,um,Spot,Position,515
-254,um,Spot,Position,-91.9,um,Spot,Position,518
-323,um,Spot,Position,-89,um,Spot,Position,525
-368,um,Spot,Position,-30.7,um,Spot,Position,523
-329,um,Spot,Position,56.1,um,Spot,Position,519
-371,um,Spot,Position,66.3,um,Spot,Position,521
-365,um,Spot,Position,77.4,um,Spot,Position,519
-370,um,Spot,Position,114,um,Spot,Position,521
-352,um,Spot,Position,-139,um,Spot,Position,526
-427,um,Spot,Position,-85.2,um,Spot,Position,531
-554,um,Spot,Position,98.6,um,Spot,Position,532
-500,um,Spot,Position,212,um,Spot,Position,528
-537,um,Spot,Position,221,um,Spot,Position,530
-468,um,Spot,Position,-136,um,Spot,Position,535
-473,um,Spot,Position,-63.4,um,Spot,Position,534
-551,um,Spot,Position,51,um,Spot,Position,533
-544,um,Spot,Position,-116,um,Spot,Position,544
103,um,Spot,Position,20.2,um,Spot,Position,451
-152,um,Spot,Position,135,um,Spot,Position,474
151,um,Spot,Position,249,um,Spot,Position,475
8.36,um,Spot,Position,224,um,Spot,Position,482
7.18,um,Spot,Position,-119,um,Spot,Position,495
248,um,Spot,Position,82.2,um,Spot,Position,495
148,um,Spot,Position,98.3,um,Spot,Position,496
244,um,Spot,Position,138,um,Spot,Position,494
166,um,Spot,Position,166,um,Spot,Position,495
225,um,Spot,Position,183,um,Spot,Position,493
-11.4,um,Spot,Position,203,um,Spot,Position,495
-67.5,um,Spot,Position,231,um,Spot,Position,496
40.6,um,Spot,Position,242,um,Spot,Position,497
225,um,Spot,Position,242,um,Spot,Position,494
198,um,Spot,Position,-149,um,Spot,Position,503
73.4,um,Spot,Position,-127,um,Spot,Position,503
94.3,um,Spot,Position,-95.2,um,Spot,Position,503
251,um,Spot,Position,-84.3,um,Spot,Position,503
144,um,Spot,Position,-76.8,um,Spot,Position,503
20.9,um,Spot,Position,-75.9,um,Spot,Position,503
79.3,um,Spot,Position,-71.3,um,Spot,Position,503
173,um,Spot,Position,-56.1,um,Spot,Position,503
57.2,um,Spot,Position,-49,um,Spot,Position,502
28.5,um,Spot,Position,-36.2,um,Spot,Position,502
79.6,um,Spot,Position,-35.9,um,Spot,Position,501
144,um,Spot,Position,-23.5,um,Spot,Position,500
180,um,Spot,Position,-25.8,um,Spot,Position,503
-77.5,um,Spot,Position,-8.11,um,Spot,Position,501
36,um,Spot,Position,-3.41,um,Spot,Position,500
13.3,um,Spot,Position,0.133,um,Spot,Position,500
-47.4,um,Spot,Position,7.86,um,Spot,Position,501
83.2,um,Spot,Position,14.6,um,Spot,Position,501
165,um,Spot,Position,24,um,Spot,Position,498
-5.04,um,Spot,Position,27.3,um,Spot,Position,499
227,um,Spot,Position,29,um,Spot,Position,499
-56.6,um,Spot,Position,50.4,um,Spot,Position,502
174,um,Spot,Position,71.3,um,Spot,Position,500
-120,um,Spot,Position,109,um,Spot,Position,501
66.8,um,Spot,Position,126,um,Spot,Position,500
-46.8,um,Spot,Position,152,um,Spot,Position,499
-91.4,um,Spot,Position,186,um,Spot,Position,499
-152,um,Spot,Position,249,um,Spot,Position,501
126,um,Spot,Position,-150,um,Spot,Position,508
145,um,Spot,Position,-140,um,Spot,Position,507
-134,um,Spot,Position,-131,um,Spot,Position,509
58,um,Spot,Position,-131,um,Spot,Position,507
45.7,um,Spot,Position,-105,um,Spot,Position,505
155,um,Spot,Position,-93.9,um,Spot,Position,505
196,um,Spot,Position,-94.1,um,Spot,Position,506
-38.8,um,Spot,Position,-86.3,um,Spot,Position,505
-154,um,Spot,Position,45.7,um,Spot,Position,505
362,um,Spot,Position,10.4,um,Spot,Position,451
470,um,Spot,Position,-59.9,um,Spot,Position,461
453,um,Spot,Position,-18.3,um,Spot,Position,467
604,um,Spot,Position,-37.2,um,Spot,Position,471
319,um,Spot,Position,221,um,Spot,Position,483
528,um,Spot,Position,-48.5,um,Spot,Position,494
315,um,Spot,Position,8.1,um,Spot,Position,496
317,um,Spot,Position,132,um,Spot,Position,495
333,um,Spot,Position,225,um,Spot,Position,495
268,um,Spot,Position,-50.5,um,Spot,Position,501
367,um,Spot,Position,-15.2,um,Spot,Position,498
508,um,Spot,Position,-1.12,um,Spot,Position,500
567,um,Spot,Position,43.1,um,Spot,Position,501
439,um,Spot,Position,65.1,um,Spot,Position,499
556,um,Spot,Position,79.5,um,Spot,Position,502
597,um,Spot,Position,103,um,Spot,Position,502
490,um,Spot,Position,121,um,Spot,Position,498
442,um,Spot,Position,141,um,Spot,Position,498
602,um,Spot,Position,156,um,Spot,Position,503
453,um,Spot,Position,237,um,Spot,Position,498
531,um,Spot,Position,-147,um,Spot,Position,509
556,um,Spot,Position,-101,um,Spot,Position,507
286,um,Spot,Position,-87.6,um,Spot,Position,504
612,um,Spot,Position,-87.4,um,Spot,Position,509
620,um,Spot,Position,-22.2,um,Spot,Position,508
401,um,Spot,Position,3.45,um,Spot,Position,504
608,um,Spot,Position,60.7,um,Spot,Position,505
396,um,Spot,Position,131,um,Spot,Position,504
628,um,Spot,Position,135,um,Spot,Position,505
595,um,Spot,Position,196,um,Spot,Position,506
679,um,Spot,Position,255,um,Spot,Position,507
676,um,Spot,Position,-147,um,Spot,Position,514
620,um,Spot,Position,-140,um,Spot,Position,513
662,um,Spot,Position,-137,um,Spot,Position,515
660,um,Spot,Position,-79.2,um,Spot,Position,513
985,um,Spot,Position,90.4,um,Spot,Position,462
721,um,Spot,Position,120,um,Spot,Position,461
738,um,Spot,Position,122,um,Spot,Position,460
755,um,Spot,Position,129,um,Spot,Position,468
909,um,Spot,Position,162,um,Spot,Position,466
714,um,Spot,Position,-156,um,Spot,Position,473
1103,um,Spot,Position,229,um,Spot,Position,470
769,um,Spot,Position,101,um,Spot,Position,503
763,um,Spot,Position,119,um,Spot,Position,503
718,um,Spot,Position,59,um,Spot,Position,510
787,um,Spot,Position,110,um,Spot,Position,504
733,um,Spot,Position,194,um,Spot,Position,507
687,um,Spot,Position,-146,um,Spot,Position,515
739,um,Spot,Position,-5.23,um,Spot,Position,513
811,um,Spot,Position,80.4,um,Spot,Position,513
759,um,Spot,Position,182,um,Spot,Position,511
799,um,Spot,Position,221,um,Spot,Position,513
898,um,Spot,Position,-147,um,Spot,Position,521
825,um,Spot,Position,-43,um,Spot,Position,523
968,um,Spot,Position,21.5,um,Spot,Position,523
841,um,Spot,Position,187,um,Spot,Position,522
913,um,Spot,Position,232,um,Spot,Position,522
858,um,Spot,Position,-121,um,Spot,Position,526
1034,um,Spot,Position,186,um,Spot,Position,529
1077,um,Spot,Position,90.1,um,Spot,Position,537
1104,um,Spot,Position,99.4,um,Spot,Position,540
1145,um,Spot,Position,0.239,um,Spot,Position,481
1121,um,Spot,Position,0.169,um,Spot,Position,483
1432,um,Spot,Position,12,um,Spot,Position,500
1305,um,Spot,Position,-31.8,um,Spot,Position,513
1442,um,Spot,Position,198,um,Spot,Position,516
1384,um,Spot,Position,217,um,Spot,Position,515
1123,um,Spot,Position,125,um,Spot,Position,539
1123,um,Spot,Position,170,um,Spot,Position,538
1387,um,Spot,Position,181,um,Spot,Position,543
1158,um,Spot,Position,198,um,Spot,Position,541
1138,um,Spot,Position,229,um,Spot,Position,539
1168,um,Spot,Position,236,um,Spot,Position,541
1164,um,Spot,Position,49.2,um,Spot,Position,549
1194,um,Spot,Position,76.7,um,Spot,Position,550
1165,um,Spot,Position,95,um,Spot,Position,547
1229,um,Spot,Position,168,um,Spot,Position,552
1199,um,Spot,Position,173,um,Spot,Position,549
1201,um,Spot,Position,55.2,um,Spot,Position,554
1267,um,Spot,Position,94.5,um,Spot,Position,559
1727,um,Spot,Position,-58.3,um,Spot,Position,485
1544,um,Spot,Position,28.7,um,Spot,Position,513
1629,um,Spot,Position,-37.8,um,Spot,Position,559
-818,um,Spot,Position,267,um,Spot,Position,511
-917,um,Spot,Position,299,um,Spot,Position,520
-878,um,Spot,Position,404,um,Spot,Position,524
-612,um,Spot,Position,291,um,Spot,Position,527
-604,um,Spot,Position,312,um,Spot,Position,529
-658,um,Spot,Position,280,um,Spot,Position,539
-637,um,Spot,Position,337,um,Spot,Position,536
-686,um,Spot,Position,317,um,Spot,Position,542
-631,um,Spot,Position,318,um,Spot,Position,539
-660,um,Spot,Position,365,um,Spot,Position,542
-629,um,Spot,Position,376,um,Spot,Position,543
-663,um,Spot,Position,397,um,Spot,Position,543
-625,um,Spot,Position,476,um,Spot,Position,542
-599,um,Spot,Position,524,um,Spot,Position,543
-716,um,Spot,Position,285,um,Spot,Position,548
-763,um,Spot,Position,314,um,Spot,Position,552
-722,um,Spot,Position,318,um,Spot,Position,549
-721,um,Spot,Position,341,um,Spot,Position,549
-725,um,Spot,Position,360,um,Spot,Position,551
-685,um,Spot,Position,426,um,Spot,Position,552
-684,um,Spot,Position,458,um,Spot,Position,549
-706,um,Spot,Position,505,um,Spot,Position,553
-651,um,Spot,Position,559,um,Spot,Position,548
-695,um,Spot,Position,564,um,Spot,Position,552
-617,um,Spot,Position,586,um,Spot,Position,547
-600,um,Spot,Position,653,um,Spot,Position,549
-795,um,Spot,Position,268,um,Spot,Position,556
-815,um,Spot,Position,271,um,Spot,Position,560
-789,um,Spot,Position,332,um,Spot,Position,558
-780,um,Spot,Position,373,um,Spot,Position,559
-755,um,Spot,Position,376,um,Spot,Position,555
-772,um,Spot,Position,401,um,Spot,Position,558
-747,um,Spot,Position,429,um,Spot,Position,555
-708,um,Spot,Position,575,um,Spot,Position,555
-722,um,Spot,Position,620,um,Spot,Position,559
-430,um,Spot,Position,673,um,Spot,Position,454
-424,um,Spot,Position,503,um,Spot,Position,474
-286,um,Spot,Position,342,um,Spot,Position,510
-255,um,Spot,Position,359,um,Spot,Position,507
-226,um,Spot,Position,458,um,Spot,Position,509
-235,um,Spot,Position,479,um,Spot,Position,508
-184,um,Spot,Position,480,um,Spot,Position,504
-218,um,Spot,Position,534,um,Spot,Position,508
-268,um,Spot,Position,559,um,Spot,Position,508
-359,um,Spot,Position,418,um,Spot,Position,517
-328,um,Spot,Position,458,um,Spot,Position,515
-304,um,Spot,Position,586,um,Spot,Position,512
-252,um,Spot,Position,593,um,Spot,Position,512
-275,um,Spot,Position,617,um,Spot,Position,515
-219,um,Spot,Position,618,um,Spot,Position,512
-192,um,Spot,Position,630,um,Spot,Position,516
-353,um,Spot,Position,677,um,Spot,Position,514
-409,um,Spot,Position,493,um,Spot,Position,523
-204,um,Spot,Position,652,um,Spot,Position,523
-472,um,Spot,Position,266,um,Spot,Position,526
-495,um,Spot,Position,320,um,Spot,Position,528
-379,um,Spot,Position,554,um,Spot,Position,527
-471,um,Spot,Position,560,um,Spot,Position,532
-394,um,Spot,Position,586,um,Spot,Position,526
-408,um,Spot,Position,645,um,Spot,Position,529
-565,um,Spot,Position,300,um,Spot,Position,536
-483,um,Spot,Position,622,um,Spot,Position,536
-55,um,Spot,Position,588,um,Spot,Position,459
-91.8,um,Spot,Position,668,um,Spot,Position,465
99.3,um,Spot,Position,261,um,Spot,Position,492
13.1,um,Spot,Position,266,um,Spot,Position,492
187,um,Spot,Position,294,um,Spot,Position,493
157,um,Spot,Position,342,um,Spot,Position,493
-7.03,um,Spot,Position,343,um,Spot,Position,495
216,um,Spot,Position,343,um,Spot,Position,494
40.4,um,Spot,Position,371,um,Spot,Position,495
136,um,Spot,Position,377,um,Spot,Position,493
27.1,um,Spot,Position,432,um,Spot,Position,497
142,um,Spot,Position,457,um,Spot,Position,497
48.3,um,Spot,Position,461,um,Spot,Position,495
37.4,um,Spot,Position,469,um,Spot,Position,496
-75.7,um,Spot,Position,500,um,Spot,Position,494
-120,um,Spot,Position,533,um,Spot,Position,495
-69.7,um,Spot,Position,277,um,Spot,Position,498
-98.5,um,Spot,Position,285,um,Spot,Position,498
-94.5,um,Spot,Position,306,um,Spot,Position,497
-127,um,Spot,Position,320,um,Spot,Position,502
-51.3,um,Spot,Position,327,um,Spot,Position,497
-125,um,Spot,Position,340,um,Spot,Position,501
-52.6,um,Spot,Position,380,um,Spot,Position,501
-161,um,Spot,Position,383,um,Spot,Position,503
-128,um,Spot,Position,383,um,Spot,Position,501
-70.6,um,Spot,Position,406,um,Spot,Position,499
-125,um,Spot,Position,418,um,Spot,Position,501
-10.1,um,Spot,Position,416,um,Spot,Position,500
-121,um,Spot,Position,452,um,Spot,Position,502
-53.4,um,Spot,Position,453,um,Spot,Position,501
